intent,question,answer
physics_book,where physics books ah?,Physics books are located on Level 1 under DDC 530. You can borrow them there.
physics_book,Where is the physics section?,Physics books are located on Level 1 under DDC 530. You can borrow them there.
physics_book,Which level has the physics books?,Physics books are located on Level 1 under DDC 530. You can borrow them there.
physics_book,What floor are the physics books on?,Physics books are located on Level 1 under DDC 530. You can borrow them there.
physics_book,Where can I get a physics book?,Physics books are located on Level 1 under DDC 530. You can borrow them there.
physics_book,Which part of the library has physics books?,Physics books are located on Level 1 under DDC 530. You can borrow them there.
psychology_book,psychology books kat mana ah,Psychology books are located on Level 1A under DDC 150. You can borrow them there.
psychology_book,I nak cari psychology books,Psychology books are located on Level 1A under DDC 150. You can borrow them there.
psychology_book,psychology books di level mana,Psychology books are located on Level 1A under DDC 150. You can borrow them there.
psychology_book,I want to borrow psychology book.,Psychology books are located on Level 1A under DDC 150. You can borrow them there.
psychology_book,Where are psychology books?,Psychology books are located on Level 1A under DDC 150. You can borrow them there.
psychology_book,Where can I find psych books?,Psychology books are located on Level 1A under DDC 150. You can borrow them there.
psychology_book,psychology book level what?,Psychology books are located on Level 1A under DDC 150. You can borrow them there.
psychology_book,where psychology books ah?,Psychology books are located on Level 1A under DDC 150. You can borrow them there.
psychology_book,Where is the psychology section?,Psychology books are located on Level 1A under DDC 150. You can borrow them there.
psychology_book,Which level has the psychology books?,Psychology books are located on Level 1A under DDC 150. You can borrow them there.
psychology_book,What floor are the psychology books on?,Psychology books are located on Level 1A under DDC 150. You can borrow them there.
psychology_book,Where can I get a psychology book?,Psychology books are located on Level 1A under DDC 150. You can borrow them there.
psychology_book,Which part of the library has psychology books?,Psychology books are located on Level 1A under DDC 150. You can borrow them there.
pr_book,pr books kat mana ah,Public relations books are located on Level 2A under DDC 659.2. You can borrow them there.
pr_book,I nak cari pr books,Public relations books are located on Level 2A under DDC 659.2. You can borrow them there.
pr_book,pr books di level mana,Public relations books are located on Level 2A under DDC 659.2. You can borrow them there.
pr_book,I want to borrow pr book.,Public relations books are located on Level 2A under DDC 659.2. You can borrow them there.
pr_book,Where are pr books?,Public relations books are located on Level 2A under DDC 659.2. You can borrow them there.
pr_book,Where can I find pr books?,Public relations books are located on Level 2A under DDC 659.2. You can borrow them there.
pr_book,pr book level what?,Public relations books are located on Level 2A under DDC 659.2. You can borrow them there.
pr_book,where pr books ah?,Public relations books are located on Level 2A under DDC 659.2. You can borrow them there.
pr_book,Where is the pr section?,Public relations books are located on Level 2A under DDC 659.2. You can borrow them there.
pr_book,Which level has the pr books?,Public relations books are located on Level 2A under DDC 659.2. You can borrow them there.
pr_book,What floor are the pr books on?,Public relations books are located on Level 2A under DDC 659.2. You can borrow them there.
pr_book,Where can I get a pr book?,Public relations books are located on Level 2A under DDC 659.2. You can borrow them there.
pr_book,Which part of the library has pr books?,Public relations books are located on Level 2A under DDC 659.2. You can borrow them there.
public_relations_book,public relations books kat mana ah,Public relations books are located on Level 2A under DDC 659.2. You can borrow them there.
public_relations_book,I nak cari public relations books,Public relations books are located on Level 2A under DDC 659.2. You can borrow them there.
public_relations_book,public relations books di level mana,Public relations books are located on Level 2A under DDC 659.2. You can borrow them there.
public_relations_book,I want to borrow public relations book.,Public relations books are located on Level 2A under DDC 659.2. You can borrow them there.
public_relations_book,Where are public relations books?,Public relations books are located on Level 2A under DDC 659.2. You can borrow them there.
public_relations_book,Where can I find public relation books?,Public relations books are located on Level 2A under DDC 659.2. You can borrow them there.
public_relations_book,public relations book level what?,Public relations books are located on Level 2A under DDC 659.2. You can borrow them there.
public_relations_book,where public relations books ah?,Public relations books are located on Level 2A under DDC 659.2. You can borrow them there.
public_relations_book,Where is the public relations section?,Public relations books are located on Level 2A under DDC 659.2. You can borrow them there.
